machine_id,cycle,day,day_in_cycle,temperature,vibration,rpm,load,service_flag,failure_event
8,3,492,132,75.83,0.1683,1474.0,81.2,0,0
8,3,493,133,74.79,0.1898,1462.7,67.1,0,0
8,3,494,134,79.01,0.1779,1452.8,77.3,0,0
8,3,495,135,73.72,0.1422,1475.7,55.6,0,0
8,3,496,136,73.66,0.166,1458.8,71.4,0,0
8,3,497,137,74.14,0.0891,1450.7,73.9,0,0
8,3,498,138,75.98,0.1504,1461.9,72.3,0,0
8,3,499,139,77.45,0.1684,1471.3,52.2,0,0
8,3,500,140,76.54,0.1566,1457.5,62.4,0,0
8,3,501,141,74.5,0.107,1453.3,66.8,0,0
8,3,502,142,74.29,0.1688,1459.1,52.3,0,0
8,3,503,143,77.12,0.1309,1457.8,51.8,0,0
8,3,504,144,81.7,0.1738,1453.5,89.3,0,0
8,3,505,145,73.06,0.1094,1466.8,72.7,0,0
8,3,506,146,70.23,0.1329,1461.0,42.1,0,0
8,3,507,147,74.8,0.1619,1461.0,61.4,0,0
8,3,508,148,71.89,0.1114,1461.0,59.6,0,0
8,3,509,149,71.7,0.0966,1463.0,39.6,0,0
8,3,510,150,72.4,0.1252,1470.8,66.9,0,0
8,3,511,151,79.72,0.1741,1457.9,98.0,0,0
8,3,512,152,74.41,0.1229,1465.5,71.2,0,0
8,3,513,153,81.88,0.1399,1448.3,88.0,0,0
8,3,514,154,74.24,0.147,1460.6,78.1,0,0
8,3,515,155,73.36,0.1301,1461.3,63.5,0,0
8,3,516,156,75.22,0.108,1458.4,57.2,0,0
8,3,517,157,74.75,0.1365,1462.0,81.3,0,0
8,3,518,158,81.38,0.2188,1456.5,98.0,0,0
8,3,519,159,73.7,0.1197,1466.5,71.8,0,0
8,3,520,160,76.65,0.1876,1460.6,65.6,0,0
8,3,521,161,72.33,0.1855,1453.7,75.4,0,0
8,3,522,162,72.57,0.1981,1458.6,68.3,0,0
8,3,523,163,72.06,0.1135,1457.8,55.4,0,0
8,3,524,164,75.04,0.1545,1459.2,54.5,0,0
8,3,525,165,71.84,0.1363,1470.3,45.7,0,0
8,3,526,166,76.89,0.0993,1464.3,62.8,0,0
8,3,527,167,73.17,0.1196,1468.6,70.0,0,0
8,3,528,168,70.75,0.1474,1459.4,51.5,0,0
8,3,529,169,81.81,0.1263,1463.5,94.7,0,0
8,3,530,170,70.58,0.1554,1453.1,44.2,0,0
8,3,531,171,73.44,0.1253,1459.3,55.4,0,0
8,3,532,172,71.86,0.142,1452.4,69.0,0,0
8,3,533,173,72.93,0.1198,1458.6,71.7,0,0
8,3,534,174,74.3,0.0962,1458.1,59.1,0,0
8,3,535,175,71.39,0.1265,1461.7,55.5,0,0
8,3,536,176,73.2,0.1194,1463.3,58.1,0,0
8,3,537,177,75.91,0.1616,1460.4,48.8,0,0
8,3,538,178,72.24,0.1901,1470.3,35.0,0,0
8,3,539,179,71.4,0.2006,1459.5,69.4,0,0
8,3,540,180,80.71,0.1544,1461.3,98.0,0,0
9,3,361,1,68.91,0.1639,1429.8,77.2,1,0
9,3,362,2,68.25,0.1628,1427.6,66.6,0,0
9,3,363,3,67.8,0.1483,1434.2,56.0,0,0
9,3,364,4,70.0,0.1685,1432.1,84.5,0,0
9,3,365,5,65.28,0.1438,1428.3,43.5,0,0
9,3,366,6,68.35,0.148,1428.8,60.4,0,0
9,3,367,7,67.55,0.1603,1430.3,61.9,0,0
9,3,368,8,68.22,0.1683,1430.2,60.7,0,0
9,3,369,9,68.5,0.1507,1426.3,54.7,0,0
9,3,370,10,69.03,0.1573,1435.2,71.2,0,0
9,3,371,11,67.44,0.1529,1427.6,57.8,0,0
9,3,372,12,71.99,0.1777,1427.4,82.3,0,0
9,3,373,13,69.22,0.1523,1426.3,70.2,0,0
9,3,374,14,67.54,0.1437,1434.3,48.7,0,0
9,3,375,15,68.51,0.1611,1430.6,71.5,0,0
9,3,376,16,74.66,0.1534,1427.6,54.2,0,0
9,3,377,17,68.24,0.157,1431.4,53.0,0,0
9,3,378,18,69.77,0.1515,1427.5,61.8,0,0
9,3,379,19,70.03,0.1583,1423.4,69.4,0,0
9,3,380,20,68.33,0.1717,1430.6,73.4,0,0
9,3,381,21,69.9,0.1449,1429.0,73.5,0,0
9,3,382,22,70.67,0.1814,1432.0,82.8,0,0
9,3,383,23,68.08,0.143,1431.0,43.7,0,0
9,3,384,24,67.91,0.1547,1431.0,46.3,0,0
9,3,385,25,70.07,0.1408,1423.6,70.7,0,0
9,3,386,26,69.46,0.1793,1428.7,66.0,0,0
9,3,387,27,68.06,0.1203,1431.4,49.0,0,0
9,3,388,28,69.37,0.1617,1429.7,59.2,0,0
9,3,389,29,68.32,0.1607,1427.9,58.0,0,0
9,3,390,30,69.08,0.1622,1428.7,55.7,0,0
9,3,391,31,70.65,0.1631,1429.9,76.7,0,0
9,3,392,32,76.81,0.1841,1427.0,96.6,0,0
9,3,393,33,73.8,0.1852,1430.3,86.7,0,0
9,3,394,34,75.43,0.1672,1425.3,98.0,0,0
9,3,395,35,69.49,0.1753,1429.4,60.2,0,0
9,3,396,36,70.31,0.1689,1425.7,73.4,0,0
9,3,397,37,70.98,0.1597,1424.4,62.3,0,0
9,3,398,38,68.03,0.1427,1429.8,48.5,0,0
9,3,399,39,70.88,0.1241,1428.2,78.0,0,0
9,3,400,40,69.66,0.1477,1429.6,54.0,0,0
9,3,401,41,72.13,0.1569,1423.6,81.8,0,0
9,3,402,42,73.67,0.1541,1431.2,85.1,0,0
9,3,403,43,68.93,0.1681,1427.9,75.3,0,0
9,3,404,44,69.04,0.1404,1422.3,47.0,0,0
9,3,405,45,68.5,0.1518,1431.4,56.8,0,0
9,3,406,46,76.7,0.124,1436.1,55.7,0,0
9,3,407,47,71.82,0.1723,1426.0,76.7,0,0
9,3,408,48,69.75,0.1591,1434.2,56.7,0,0
9,3,409,49,69.97,0.1634,1430.6,69.4,0,0
9,3,410,50,70.2,0.1409,1426.4,70.2,0,0
9,3,411,51,68.61,0.1332,1429.6,43.0,0,0
9,3,412,52,66.57,0.1392,1426.1,45.3,0,0
9,3,413,53,71.44,0.1619,1427.8,71.0,0,0
9,3,414,54,72.42,0.1824,1429.0,81.4,0,0
9,3,415,55,71.78,0.1562,1422.6,72.0,0,0
9,3,416,56,76.23,0.172,1426.8,94.6,0,0
9,3,417,57,69.37,0.1688,1431.9,50.5,0,0
9,3,418,58,69.42,0.1303,1427.4,42.5,0,0
9,3,419,59,69.6,0.1381,1432.7,39.1,0,0
9,3,420,60,73.46,0.1588,1429.6,84.5,0,0
9,3,421,61,77.0,0.1815,1427.3,98.0,0,0
9,3,422,62,70.82,0.1452,1428.9,61.3,0,0
9,3,423,63,76.68,0.1828,1427.4,93.0,0,0
9,3,424,64,76.53,0.1611,1430.2,96.1,0,0
9,3,425,65,69.98,0.1581,1427.2,59.8,0,0
9,3,426,66,69.36,0.1596,1427.1,56.7,0,0
9,3,427,67,74.91,0.187,1426.1,86.2,0,0
9,3,428,68,73.16,0.165,1428.6,73.2,0,0
9,3,429,69,69.94,0.1276,1427.6,52.7,0,0
9,3,430,70,73.55,0.1754,1426.2,83.0,0,0
9,3,431,71,72.86,0.1673,1432.6,69.9,0,0
9,3,432,72,70.06,0.1449,1423.6,53.4,0,0
9,3,433,73,70.44,0.1611,1426.8,58.0,0,0
9,3,434,74,70.92,0.1306,1427.6,53.9,0,0
9,3,435,75,71.4,0.1561,1428.0,72.6,0,0
9,3,436,76,74.11,0.1738,1424.9,83.6,0,0
9,3,437,77,71.12,0.1422,1430.0,60.7,0,0
9,3,438,78,75.47,0.168,1426.6,83.6,0,0
9,3,439,79,71.24,0.1431,1429.2,53.6,0,0
9,3,440,80,70.1,0.1605,1428.1,46.4,0,0
9,3,441,81,73.62,0.1607,1431.1,79.5,0,0
9,3,442,82,71.76,0.1755,1426.9,72.4,0,0
9,3,443,83,77.52,0.1684,1429.1,98.0,0,0
9,3,444,84,70.75,0.1521,1426.8,67.4,0,0
9,3,445,85,73.97,0.1795,1428.7,88.6,0,0
9,3,446,86,69.95,0.1447,1426.6,35.0,0,0
9,3,447,87,69.84,0.1458,1428.9,35.0,0,0
9,3,448,88,75.14,0.189,1429.0,82.1,0,0
9,3,449,89,73.13,0.1578,1426.4,70.8,0,0
9,3,450,90,74.67,0.1555,1424.0,83.1,0,0
9,3,451,91,73.45,0.1789,1427.5,77.8,0,0
9,3,452,92,72.02,0.172,1431.7,78.0,0,0
9,3,453,93,70.02,0.1469,1429.9,65.0,0,0
9,3,454,94,74.73,0.1727,1429.5,83.4,0,0
9,3,455,95,73.5,0.154,1426.4,78.9,0,0
9,3,456,96,70.63,0.1671,1432.2,74.6,0,0
9,3,457,97,72.44,0.1648,1431.3,74.2,0,0
9,3,458,98,72.05,0.1818,1427.6,74.7,0,0
9,3,459,99,71.47,0.1449,1426.4,69.0,0,0
9,3,460,100,69.61,0.1296,1428.7,35.0,0,0
9,3,461,101,70.44,0.1287,1427.0,59.2,0,1
9,3,462,102,71.91,0.1832,1427.6,76.3,0,0
9,3,463,103,72.32,0.1455,1429.0,55.4,0,0
9,3,464,104,77.3,0.1858,1427.3,96.3,0,0
9,3,465,105,76.85,0.1499,1432.4,98.0,0,0
9,3,466,106,72.35,0.1501,1429.0,73.1,0,0
9,3,467,107,69.27,0.1376,1432.8,49.8,0,0
9,3,468,108,72.24,0.1628,1431.6,65.5,0,0
9,3,469,109,78.2,0.1665,1428.2,97.1,0,0
9,3,470,110,75.88,0.2159,1425.5,67.1,0,0
9,3,471,111,73.92,0.2453,1431.8,82.5,0,0
9,3,472,112,72.2,0.2373,1430.8,64.9,0,0
9,3,473,113,71.5,0.1982,1428.4,66.9,0,0
9,3,474,114,74.83,0.1668,1426.4,85.0,0,0
9,3,475,115,70.03,0.2289,1429.5,51.4,0,0
9,3,476,116,76.77,0.2471,1431.6,59.5,0,0
9,3,477,117,74.47,0.1745,1430.6,53.1,0,0
9,3,478,118,75.28,0.2756,1426.4,61.0,0,0
9,3,479,119,70.74,0.2065,1428.5,57.0,0,0
9,3,480,120,78.67,0.2582,1433.5,98.0,0,0
9,3,481,121,75.31,0.1612,1441.7,67.9,0,0
9,3,482,122,74.97,0.1629,1425.0,60.7,0,0
9,3,483,123,77.39,0.3802,1435.8,98.0,0,0
9,3,484,124,79.91,0.2855,1431.1,84.7,0,0
9,3,485,125,77.98,0.3195,1429.2,88.1,0,0
9,3,486,126,74.13,0.2254,1431.2,66.2,0,0
9,3,487,127,77.86,0.1896,1428.3,90.2,0,0
9,3,488,128,72.79,0.1539,1430.3,56.3,0,0
9,3,489,129,71.65,0.2245,1432.5,43.3,0,0
9,3,490,130,73.47,0.2209,1423.6,82.1,0,0
9,3,491,131,75.78,0.2885,1434.1,90.5,0,0
9,3,492,132,71.82,0.1719,1427.3,74.6,0,0
9,3,493,133,77.9,0.1784,1427.9,64.5,0,0
9,3,494,134,75.72,0.2755,1432.2,91.5,0,0
9,3,495,135,75.37,0.2154,1424.2,55.4,0,0
9,3,496,136,69.88,0.173,1434.3,49.1,0,0
9,3,497,137,73.22,0.3114,1425.1,86.2,0,0
9,3,498,138,76.09,0.2469,1428.1,95.6,0,0
9,3,499,139,73.18,0.1512,1427.5,59.4,0,0
9,3,500,140,70.28,0.1742,1438.2,61.8,0,0
9,3,501,141,77.88,0.1595,1431.2,91.3,0,0
9,3,502,142,74.73,0.157,1429.8,59.8,0,0
9,3,503,143,75.69,0.2667,1427.3,82.8,0,0
9,3,504,144,71.57,0.1955,1431.4,63.8,0,0
9,3,505,145,75.35,0.1597,1432.8,73.6,0,0
9,3,506,146,70.36,0.2117,1434.9,54.9,0,0
9,3,507,147,72.56,0.1471,1427.7,64.9,0,0
9,3,508,148,75.66,0.1702,1426.2,63.0,0,0
9,3,509,149,74.02,0.2372,1431.5,38.9,0,0
9,3,510,150,73.07,0.2056,1429.6,74.2,0,0
9,3,511,151,72.28,0.3091,1428.7,70.9,0,0
9,3,512,152,77.88,0.3082,1426.4,93.9,0,0
9,3,513,153,74.36,0.3248,1434.3,92.0,0,0
9,3,514,154,71.08,0.1689,1428.2,63.2,0,0
9,3,515,155,79.43,0.1618,1431.2,48.5,0,0
9,3,516,156,69.33,0.1592,1429.8,50.0,0,0
9,3,517,157,73.41,0.1738,1429.4,58.5,0,0
9,3,518,158,75.95,0.2493,1432.5,76.4,0,0
9,3,519,159,77.4,0.1732,1432.2,74.7,0,0
9,3,520,160,71.52,0.2016,1416.4,53.7,0,0
9,3,521,161,72.75,0.2758,1423.8,83.7,0,0
9,3,522,162,69.54,0.189,1428.9,61.0,0,0
9,3,523,163,67.68,0.266,1430.9,46.2,0,0
9,3,524,164,72.84,0.1794,1428.7,53.1,0,0
9,3,525,165,69.81,0.1922,1422.9,65.0,0,0
9,3,526,166,71.16,0.2288,1432.3,62.5,0,0
9,3,527,167,70.12,0.2413,1432.9,68.9,0,0
9,3,528,168,67.65,0.3409,1434.9,43.4,0,0
9,3,529,169,75.11,0.2822,1429.6,68.5,0,0
9,3,530,170,79.9,0.2051,1431.9,66.9,0,0
9,3,531,171,73.28,0.2226,1430.9,49.3,0,0
9,3,532,172,69.9,0.2391,1420.3,74.5,0,0
9,3,533,173,71.84,0.2818,1439.0,72.7,0,0
9,3,534,174,72.04,0.2278,1427.0,69.2,0,0
9,3,535,175,73.49,0.3096,1429.4,85.9,0,0
9,3,536,176,72.43,0.2018,1428.5,82.8,0,0
9,3,537,177,66.69,0.1867,1427.9,38.4,0,0
9,3,538,178,70.59,0.2258,1415.5,35.0,0,0
9,3,539,179,74.49,0.2909,1428.8,58.6,0,0
9,3,540,180,70.46,0.1708,1435.1,79.6,0,0
10,3,361,1,74.25,0.1265,1451.7,78.6,1,0
10,3,362,2,73.41,0.1476,1455.8,78.7,0,0
10,3,363,3,72.28,0.1353,1455.1,63.2,0,0
10,3,364,4,73.43,0.1561,1455.7,85.0,0,0
10,3,365,5,71.66,0.1352,1450.5,67.2,0,0
10,3,366,6,75.21,0.1499,1454.1,80.0,0,0
10,3,367,7,71.93,0.1175,1450.0,54.7,0,0
10,3,368,8,71.0,0.1408,1455.5,68.6,0,0
10,3,369,9,72.26,0.1217,1453.3,45.8,0,0
10,3,370,10,73.61,0.1383,1452.8,69.5,0,0
10,3,371,11,74.04,0.1306,1454.0,74.1,0,0
10,3,372,12,72.96,0.1376,1456.5,62.6,0,0
10,3,373,13,72.26,0.1239,1451.5,63.2,0,0
10,3,374,14,73.3,0.1462,1451.8,76.2,0,0
10,3,375,15,73.33,0.1333,1453.7,63.9,0,0
10,3,376,16,75.35,0.1487,1458.9,82.8,0,0
10,3,377,17,73.5,0.1433,1449.5,74.9,0,0
10,3,378,18,75.56,0.1469,1447.7,84.2,0,0
10,3,379,19,72.63,0.1482,1451.7,68.2,0,0
10,3,380,20,70.95,0.1458,1453.1,50.4,0,0
10,3,381,21,72.7,0.1468,1455.7,57.6,0,0
10,3,382,22,73.41,0.1345,1461.3,66.0,0,0
10,3,383,23,71.34,0.1315,1455.8,48.8,0,0
10,3,384,24,72.23,0.1327,1452.7,54.7,0,0
10,3,385,25,74.0,0.1366,1450.8,66.5,0,0
10,3,386,26,71.52,0.1365,1452.3,43.4,0,0
10,3,387,27,73.46,0.1273,1451.7,64.3,0,0
10,3,388,28,73.34,0.1258,1455.2,65.3,0,0
10,3,389,29,72.37,0.1486,1456.4,54.9,0,0
10,3,390,30,73.19,0.1594,1457.4,68.4,0,0
10,3,391,31,73.47,0.1542,1454.7,75.2,0,0
10,3,392,32,76.14,0.1401,1456.7,88.4,0,0
10,3,393,33,78.87,0.1498,1456.3,94.2,0,0
10,3,394,34,81.76,0.1551,1453.6,98.0,0,0
10,3,395,35,75.74,0.1537,1458.0,79.6,0,0
10,3,396,36,72.43,0.1222,1450.8,59.9,0,0
10,3,397,37,71.63,0.1626,1452.5,46.7,0,0
10,3,398,38,71.37,0.1315,1454.3,49.2,0,0
10,3,399,39,75.48,0.1398,1457.3,72.1,0,0
10,3,400,40,73.11,0.1388,1457.9,56.7,0,0
10,3,401,41,75.08,0.1386,1456.5,71.1,0,0
10,3,402,42,75.79,0.1352,1451.6,69.6,0,0
10,3,403,43,74.39,0.1465,1452.3,78.4,0,0
10,3,404,44,73.72,0.1353,1448.8,51.5,0,0
10,3,405,45,72.43,0.1313,1451.9,46.3,0,0
10,3,406,46,75.33,0.1611,1453.8,69.2,0,0
10,3,407,47,73.13,0.1253,1453.0,54.4,0,0
10,3,408,48,75.24,0.1423,1448.1,70.7,0,0
10,3,409,49,75.11,0.1623,1457.2,60.3,0,0
10,3,410,50,75.13,0.1414,1453.0,76.0,0,0
10,3,411,51,73.46,0.1557,1453.3,53.9,0,0
10,3,412,52,72.86,0.138,1446.0,44.3,0,0
10,3,413,53,78.06,0.1464,1449.7,86.5,0,0
10,3,414,54,76.03,0.1664,1452.9,76.2,0,0
10,3,415,55,74.34,0.134,1451.0,59.8,0,0
10,3,416,56,77.99,0.1414,1453.0,78.1,0,0
10,3,417,57,75.22,0.1667,1452.3,68.3,0,0
10,3,418,58,73.42,0.1337,1450.9,49.0,0,0
10,3,419,59,72.4,0.1385,1457.7,37.0,0,0
10,3,420,60,80.85,0.1614,1452.0,98.0,0,0
10,3,421,61,80.32,0.1584,1452.1,95.9,0,0
10,3,422,62,81.56,0.1611,1453.2,98.0,0,0
10,3,423,63,75.99,0.1422,1454.9,65.8,0,0
10,3,424,64,78.57,0.1587,1454.0,84.7,0,0
10,3,425,65,74.84,0.1447,1453.5,59.0,0,0
10,3,426,66,74.66,0.1274,1450.6,57.6,0,0
10,3,427,67,75.71,0.1253,1451.3,72.7,0,0
10,3,428,68,75.88,0.1483,1452.1,79.9,0,0
10,3,429,69,77.15,0.1197,1450.3,72.3,0,0
10,3,430,70,76.17,0.145,1449.1,78.9,0,0
10,3,431,71,76.27,0.137,1451.7,75.3,0,0
10,3,432,72,74.75,0.1363,1452.1,66.6,0,0
10,3,433,73,76.04,0.1502,1452.9,67.3,0,0
10,3,434,74,76.28,0.1142,1450.4,74.6,0,0
10,3,435,75,75.46,0.1515,1455.1,75.5,0,0
10,3,436,76,76.64,0.2288,1447.9,80.2,0,0
10,3,437,77,74.94,0.1448,1454.7,50.6,0,0
10,3,438,78,76.08,0.1481,1452.6,74.2,0,0
10,3,439,79,74.75,0.1255,1450.2,60.5,0,0
10,3,440,80,73.77,0.1311,1451.8,44.1,0,0
10,3,441,81,75.27,0.1371,1456.9,67.8,0,0
10,3,442,82,75.89,0.1474,1448.8,68.4,0,0
10,3,443,83,76.59,0.1316,1449.6,75.6,0,0
10,3,444,84,79.05,0.1659,1454.5,83.9,0,0
10,3,445,85,76.83,0.1564,1449.4,69.7,0,0
10,3,446,86,75.0,0.1391,1451.9,47.4,0,0
10,3,447,87,74.6,0.1352,1458.4,51.1,0,0
10,3,448,88,74.29,0.1219,1454.8,61.5,0,0
10,3,449,89,74.86,0.1245,1450.9,65.2,0,0
10,3,450,90,79.42,0.1589,1453.5,94.4,0,0
10,3,451,91,83.49,0.1659,1448.0,98.0,0,1
10,3,452,92,81.28,0.1489,1453.8,98.0,0,0
10,3,453,93,77.09,0.1335,1456.9,65.5,0,0
10,3,454,94,77.29,0.1165,1450.4,78.3,0,0
10,3,455,95,75.62,0.1521,1456.1,67.8,0,0
10,3,456,96,80.07,0.1437,1456.2,90.3,0,0
10,3,457,97,77.0,0.147,1451.0,78.2,0,0
10,3,458,98,80.41,0.1447,1463.0,84.7,0,0
10,3,459,99,82.76,0.1616,1460.0,98.0,0,0
10,3,460,100,74.49,0.1331,1451.8,52.0,0,0
10,3,461,101,74.04,0.174,1458.7,56.0,0,0
10,3,462,102,77.1,0.1371,1452.2,76.8,0,0
10,3,463,103,75.45,0.221,1452.3,54.8,0,0
10,3,464,104,76.15,0.2447,1443.8,75.6,0,0
10,3,465,105,80.55,0.2236,1458.6,87.0,0,0
10,3,466,106,76.59,0.2477,1450.0,64.6,0,0
10,3,467,107,74.39,0.2418,1448.7,56.9,0,0
10,3,468,108,74.6,0.2356,1455.6,56.2,0,0
10,3,469,109,78.62,0.2539,1455.5,84.4,0,0
10,3,470,110,76.79,0.1518,1452.0,69.4,0,0
10,3,471,111,78.54,0.1689,1454.6,48.9,0,0
10,3,472,112,81.07,0.1505,1450.3,70.4,0,0
10,3,473,113,77.0,0.2343,1460.2,79.9,0,0
10,3,474,114,79.38,0.2555,1444.8,68.8,0,0
10,3,475,115,76.27,0.2527,1449.4,50.1,0,0
10,3,476,116,81.14,0.1872,1459.0,58.0,0,0
10,3,477,117,77.43,0.188,1456.4,61.6,0,0
10,3,478,118,76.69,0.1614,1455.3,73.1,0,0
10,3,479,119,76.74,0.2416,1454.3,78.4,0,0
10,3,480,120,81.93,0.1743,1450.1,98.0,0,0
10,3,481,121,75.22,0.1687,1464.1,65.0,0,0
10,3,482,122,76.27,0.2553,1453.5,70.6,0,0
10,3,483,123,78.95,0.1697,1465.5,81.3,0,0
10,3,484,124,85.26,0.1998,1464.0,90.8,0,0
10,3,485,125,76.74,0.2246,1457.1,75.8,0,0
10,3,486,126,75.79,0.1501,1454.6,61.8,0,0
10,3,487,127,81.21,0.1561,1457.1,67.4,0,0
10,3,488,128,74.81,0.1365,1456.3,56.5,0,0
10,3,489,129,74.83,0.1372,1454.3,60.1,0,0
10,3,490,130,75.87,0.2227,1455.7,65.3,0,0
10,3,491,131,84.81,0.1649,1449.9,94.6,0,0
10,3,492,132,76.75,0.1691,1456.8,81.8,0,0
10,3,493,133,76.15,0.2064,1447.3,75.8,0,0
10,3,494,134,76.07,0.2285,1457.2,79.2,0,0
10,3,495,135,73.61,0.1793,1455.5,52.1,0,0
10,3,496,136,74.58,0.2221,1449.0,53.8,0,0
10,3,497,137,75.56,0.206,1452.9,59.7,0,0
10,3,498,138,77.89,0.1968,1452.0,80.4,0,0
10,3,499,139,79.14,0.1571,1458.9,79.7,0,0
10,3,500,140,77.78,0.1993,1450.6,79.4,0,0
10,3,501,141,80.31,0.1562,1447.6,62.2,0,0
10,3,502,142,77.71,0.1649,1455.6,84.2,0,0
10,3,503,143,74.73,0.21,1450.0,60.9,0,0
10,3,504,144,75.49,0.144,1455.5,65.1,0,0
10,3,505,145,74.86,0.2165,1452.2,66.0,0,0
10,3,506,146,78.3,0.2393,1449.0,61.8,0,0
10,3,507,147,80.35,0.155,1451.4,71.2,0,0
10,3,508,148,76.14,0.1755,1466.3,68.8,0,0
10,3,509,149,77.08,0.2408,1452.5,38.1,0,0
10,3,510,150,76.7,0.2293,1461.2,64.5,0,0
10,3,511,151,78.57,0.1621,1446.1,85.4,0,0
10,3,512,152,78.99,0.2746,1449.9,88.1,0,0
10,3,513,153,81.27,0.157,1451.6,80.3,0,0
10,3,514,154,81.6,0.233,1452.8,91.8,0,0
10,3,515,155,78.9,0.2039,1454.6,77.9,0,0
10,3,516,156,74.38,0.141,1457.8,53.3,0,0
10,3,517,157,74.29,0.1933,1460.2,56.0,0,0
10,3,518,158,74.48,0.2128,1442.3,65.8,0,0
10,3,519,159,75.89,0.1651,1452.7,65.8,0,0
10,3,520,160,74.69,0.1328,1452.7,64.5,0,0
10,3,521,161,75.15,0.1219,1457.1,62.9,0,0
10,3,522,162,84.54,0.2824,1450.9,91.5,0,0
10,3,523,163,71.83,0.1413,1453.9,44.2,0,0
10,3,524,164,73.28,0.1441,1457.9,50.8,0,0
10,3,525,165,73.58,0.187,1448.2,63.4,0,0
10,3,526,166,75.36,0.1782,1448.4,64.4,0,0
10,3,527,167,76.13,0.1492,1454.7,73.1,0,0
10,3,528,168,73.18,0.1518,1450.3,64.9,0,0
10,3,529,169,76.38,0.1379,1446.9,59.6,0,0
10,3,530,170,74.31,0.219,1451.1,72.8,0,0
10,3,531,171,74.69,0.2402,1461.5,48.8,0,0
10,3,532,172,74.06,0.2396,1453.3,37.4,0,0
10,3,533,173,75.45,0.2706,1447.7,81.8,0,0
10,3,534,174,74.45,0.2295,1455.6,71.4,0,0
10,3,535,175,82.34,0.1812,1453.4,82.8,0,0
10,3,536,176,73.26,0.2518,1450.7,50.1,0,0
10,3,537,177,73.86,0.2765,1452.7,62.0,0,0
10,3,538,178,73.35,0.197,1458.3,44.9,0,0
10,3,539,179,75.76,0.2184,1458.0,35.0,0,0
10,3,540,180,85.37,0.2517,1455.4,90.8,0,0
1,4,541,1,68.32,0.0654,1444.0,62.8,1,0
1,4,542,2,68.94,0.0905,1442.4,72.0,0,0
1,4,543,3,70.08,0.1003,1453.4,81.6,0,0
1,4,544,4,68.21,0.0556,1446.1,73.3,0,0
1,4,545,5,66.42,0.0658,1446.0,44.4,0,0
1,4,546,6,67.3,0.091,1444.6,59.8,0,0
1,4,547,7,67.27,0.1044,1450.1,74.2,0,0
1,4,548,8,75.12,0.0876,1447.9,83.4,0,0
1,4,549,9,71.16,0.1073,1445.3,85.4,0,0
1,4,550,10,67.15,0.0822,1451.0,62.9,0,0
1,4,551,11,67.29,0.0662,1446.8,45.0,0,0
1,4,552,12,66.71,0.0508,1449.9,39.9,0,0
1,4,553,13,68.42,0.0767,1445.2,70.1,0,0
1,4,554,14,68.11,0.0901,1451.3,63.9,0,0
1,4,555,15,68.69,0.0809,1443.8,63.5,0,0
1,4,556,16,69.53,0.0674,1450.2,70.1,0,0
1,4,557,17,73.73,0.095,1447.1,92.1,0,0
1,4,558,18,66.27,0.066,1444.6,41.0,0,0
1,4,559,19,67.57,0.0739,1451.3,50.9,0,0
1,4,560,20,68.66,0.0796,1447.9,63.4,0,0
1,4,561,21,67.88,0.2296,1449.9,61.6,0,0
1,4,562,22,69.67,0.0595,1446.7,67.7,0,0
1,4,563,23,66.48,0.0514,1446.3,35.0,0,0
1,4,564,24,70.0,0.0828,1450.1,74.5,0,0
1,4,565,25,67.48,0.0907,1448.2,55.3,0,0
1,4,566,26,67.88,0.069,1446.7,44.6,0,0
1,4,567,27,72.42,0.0985,1446.0,89.0,0,0
1,4,568,28,68.3,0.0714,1441.2,61.2,0,0
1,4,569,29,66.93,0.0905,1446.5,48.0,0,0
1,4,570,30,69.74,0.0892,1444.9,66.5,0,0
1,4,571,31,70.43,0.0782,1444.9,72.5,0,0
1,4,572,32,67.88,0.084,1445.4,55.6,0,0
1,4,573,33,69.3,0.0655,1448.7,62.9,0,0
1,4,574,34,72.27,0.0794,1446.6,82.1,0,0
1,4,575,35,69.57,0.0847,1445.5,62.7,0,0
1,4,576,36,68.36,0.0664,1447.0,49.4,0,0
1,4,577,37,71.16,0.1003,1448.8,75.2,0,0
1,4,578,38,69.61,0.0765,1451.7,59.4,0,0
1,4,579,39,69.84,0.0802,1449.3,69.6,0,0
1,4,580,40,69.03,0.0471,1449.7,46.6,0,0
1,4,581,41,69.83,0.0638,1446.8,72.4,0,0
1,4,582,42,70.59,0.0678,1445.3,66.0,0,0
1,4,583,43,69.18,0.1084,1449.8,69.1,0,0
1,4,584,44,70.55,0.0802,1451.5,67.9,0,0
1,4,585,45,72.37,0.0724,1449.3,74.1,0,0
1,4,586,46,68.16,0.0699,1442.6,35.5,0,0
1,4,587,47,69.27,0.0693,1453.1,50.6,0,0
1,4,588,48,69.91,0.089,1447.8,66.0,0,0
1,4,589,49,70.24,0.0867,1445.9,63.5,0,0
1,4,590,50,70.43,0.0821,1447.7,71.5,0,0
1,4,591,51,70.5,0.0893,1448.9,57.8,0,0
1,4,592,52,70.59,0.0727,1444.5,66.7,0,0
1,4,593,53,67.91,0.0593,1445.8,48.6,0,0
1,4,594,54,67.91,0.0841,1447.6,53.1,0,0
1,4,595,55,71.28,0.0788,1448.4,62.0,0,0
1,4,596,56,69.99,0.0871,1450.1,58.3,0,0
1,4,597,57,68.59,0.0759,1444.6,60.1,0,0
